x_atc,lat_ph,lon_ph,depth
9172773.5,82.04775566126617,-16.34633905705201,-0.41599745994972276
9172776.5,82.04778010066897,-16.346383990998625,-0.4358022724412439
9172779.5,82.0478107126138,-16.346444025864137,-0.4694909919974463
9172782.5,82.04783518352355,-16.346490297835828,-0.4803981678921905
9172785.5,82.04785965500655,-16.34653633801196,-0.48982691005857965
9172788.5,82.04788415050508,-16.346583743060222,-0.5182375646771628
9172791.5,82.04791475229936,-16.346641380342756,-0.512898500470805
9172794.5,82.04793925734542,-16.346688623115185,-0.5064477483822628
9172797.5,82.0479637578276,-16.346735221530952,-0.5076843796488372
9172800.5,82.04798826032216,-16.346781623070918,-0.5054907889435637
9172803.5,82.0480189074976,-16.346840508317353,-0.4983134794642409
9172806.5,82.04804342973853,-16.346887569997996,-0.49628332051689034
9172809.5,82.04806794282797,-16.34693354933703,-0.4859693284637122
9172812.5,82.04809247755873,-16.346980737103124,-0.4790400633222853
9172815.5,82.04812314977151,-16.347039768717575,-0.49557828617141775
9172818.5,82.04814768893073,-16.347086528460338,-0.4543668185838012
